SetNumber,songName
948,Esther
948,"AC/DC Bag"
948,Contact
948,"Tweezer Reprise"
949,Gumbo
949,"Touch Me"
950,Fee
950,"Suzy Greenberg"
951,"Chalk Dust Torture"
951,Foam
951,"The Squirming Coil"
951,"My Sweet One"
951,"The Oh Kee Pa Ceremony"
951,"Suzy Greenberg"
951,Stash
951,"Flat Fee"
951,"Bouncing Around the Room"
951,"Mike's Song"
951,"I Am Hydrogen"
951,"Weekapaug Groove"
952,Llama
952,Reba
952,Cavern
952,"The Lizards"
952,"The Landlady"
952,Tweezer
952,"Sweet Adeline"
952,"Dinner and a Movie"
952,Gumbo
952,"Touch Me"
953,Caravan
953,"Golgi Apparatus"
954,"Golgi Apparatus"
954,"Chalk Dust Torture"
954,"The Squirming Coil"
954,"Buried Alive"
954,"Split Open and Melt"
954,"Bathtub Gin"
954,"The Landlady"
954,Cavern
954,Tela
954,"You Enjoy Myself"
955,Possum
955,"Guelah Papyrus"
955,"David Bowie"
955,"Jesus Just Left Chicago"
955,"My Sweet One"
955,"Bouncing Around the Room"
955,"Funky Bitch"
955,"I Didn't Know"
955,Frankenstein
955,"Suzy Greenberg"
956,Contact
956,"Big Black Furry Creature from Mars"
957,"My Sweet One"
957,"The Sloth"
957,Foam
957,"Suzy Greenberg"
957,"Divided Sky"
957,"Flat Fee"
957,"AC/DC Bag"
957,"Sweet Adeline"
957,Cavern
957,"Run Like an Antelope"
958,"The Landlady"
958,"Golgi Apparatus"
958,"The Squirming Coil"
958,Llama
958,"Poor Heart"
958,"Jesus Just Left Chicago"
958,"The Lizards"
958,Gumbo
958,"Touch Me"
958,Magilla
958,"Mike's Song"
958,"I Am Hydrogen"
958,"Weekapaug Groove"
959,"Split Open and Melt"
960,"Chalk Dust Torture"
960,Reba
960,"My Sweet One"
960,Foam
960,"Suzy Greenberg"
960,Cavern
960,"The Man Who Stepped Into Yesterday"
960,"Avenu Malkenu"
960,"The Man Who Stepped Into Yesterday"
960,"Buried Alive"
960,"Bouncing Around the Room"
960,"The Landlady"
960,"Golgi Apparatus"
961,Stash
961,"Dinner and a Movie"
961,"You Enjoy Myself"
961,"Flat Fee"
961,"Funky Bitch"
961,"The Squirming Coil"
961,Tweezer
961,"Sweet Adeline"
961,"The Lizards"
961,"Happy Birthday to You"
961,"Tweezer Reprise"
962,"Lawn Boy"
962,Frankenstein
963,"Split Open and Melt"
964,Llama
964,Foam
964,"The Oh Kee Pa Ceremony"
964,"Suzy Greenberg"
964,Cavern
964,"Flat Fee"
964,"Poor Heart"
964,Stash
964,"The Man Who Stepped Into Yesterday"
964,"Avenu Malkenu"
964,"The Man Who Stepped Into Yesterday"
964,Possum
964,"I Didn't Know"
964,"The Landlady"
964,"Mike's Song"
964,"I Am Hydrogen"
964,"Weekapaug Groove"
965,"Touch Me"
966,Contact
967,Wilson
967,Foam
967,"Runaway Jim"
967,"Guelah Papyrus"
967,Llama
967,Fee
967,"The Squirming Coil"
967,"Poor Heart"
967,"The Sloth"
967,"Divided Sky"
967,"Golgi Apparatus"
968,"The Curtain"
968,Reba
968,"Chalk Dust Torture"
968,"Bouncing Around the Room"
968,Tweezer
968,Esther
968,Cavern
968,"I Didn't Know"
968,"You Enjoy Myself"
968,"Rocky Top"
969,Stash
969,"Ya Mar"
969,Fluffhead
969,"Lawn Boy"
969,"My Sweet One"
969,"The Lizards"
969,"Buried Alive"
969,Possum
970,Magilla
970,Self
970,"Bitchin' Again"
970,"Crimes of the Mind"
971,"Harry Hood"
974,Brother
974,"Poor Heart"
974,Foam
974,Llama
974,Tela
974,"My Sweet One"
974,"It's Ice"
974,"The Landlady"
974,Reba
974,Eliza
974,Possum
975,"The Squirming Coil"
975,Stash
975,Sparkle
975,Cavern
975,"Jesus Just Left Chicago"
975,"Runaway Jim"
975,"You Enjoy Myself"
975,"Chalk Dust Torture"
976,"All Things Reconsidered"
976,"Big Black Furry Creature from Mars"
977,Llama
977,"Bouncing Around the Room"
977,"Divided Sky"
977,Fee
977,"It's Ice"
977,"My Sweet One"
977,"Guelah Papyrus"
977,"The Lizards"
977,Foam
977,"David Bowie"
978,"Golgi Apparatus"
978,"The Squirming Coil"
978,Brother
978,Sparkle
978,"The Landlady"
978,"Destiny Unbound"
978,"Mike's Song"
978,"I Am Hydrogen"
978,"Weekapaug Groove"
978,"Lawn Boy"
978,"Chalk Dust Torture"
979,Memories
979,"Poor Heart"
979,"Sweet Adeline"
980,"Runaway Jim"
980,Cavern
980,Reba
980,"Buried Alive"
980,Esther
980,Tweezer
980,"Paul and Silas"
980,"It's Ice"
980,"I Didn't Know"
980,Llama
981,Possum
981,Tela
981,Sparkle
981,"Split Open and Melt"
981,"The Mango Song"
981,"Dinner and a Movie"
981,"The Oh Kee Pa Ceremony"
981,"Suzy Greenberg"
981,"You Enjoy Myself"
981,"Tweezer Reprise"
982,Glide
982,"Rocky Top"
983,"The Landlady"
983,"Bouncing Around the Room"
983,"Chalk Dust Torture"
983,"The Squirming Coil"
983,"My Sweet One"
983,Stash
983,Eliza
983,Foam
983,Brother
983,"Golgi Apparatus"
983,Memories
984,Llama
984,"Guelah Papyrus"
984,Sparkle
984,Cavern
984,"Run Like an Antelope"
984,"Lawn Boy"
984,"The Lizards"
984,"Poor Heart"
984,Magilla
984,"Mike's Song"
984,"I Am Hydrogen"
984,"Weekapaug Groove"
985,Contact
985,"Big Black Furry Creature from Mars"
986,Cavern
986,"Divided Sky"
986,"I Didn't Know"
986,"It's Ice"
986,"Poor Heart"
986,"The Landlady"
986,"Destiny Unbound"
986,"You Enjoy Myself"
986,"The Oh Kee Pa Ceremony"
986,"Suzy Greenberg"
987,Brother
987,"Bouncing Around the Room"
987,Eliza
987,Foam
987,Reba
987,"The Sloth"
987,"The Squirming Coil"
987,"My Sweet One"
987,"Golgi Apparatus"
987,"David Bowie"
988,Memories
988,"Rocky Top"
989,"Chalk Dust Torture"
989,Foam
989,Fee
989,"Paul and Silas"
989,Stash
989,"Colonel Forbin's Ascent"
989,"Fly Famous Mockingbird"
989,Sparkle
989,"Take the 'A' Train"
989,Llama
990,Possum
990,Cavern
990,"The Mango Song"
990,Tweezer
990,"My Sweet One"
990,Horn
990,"The Landlady"
990,"The Lizards"
990,"Tweezer Reprise"
990,"Happy Birthday to You"
990,"Love You"
990,"Hold Your Head Up"
991,"Good Times Bad Times"
992,Llama
992,Foam
992,"The Squirming Coil"
992,"Poor Heart"
992,Cavern
992,Reba
992,Brother
992,"Bouncing Around the Room"
992,"Chalk Dust Torture"
992,"Golgi Apparatus"
993,"The Landlady"
993,"You Enjoy Myself"
993,"My Sweet One"
993,"Guelah Papyrus"
993,"Runaway Jim"
993,"Lawn Boy"
993,Stash
993,"The Oh Kee Pa Ceremony"
993,"Suzy Greenberg"
993,Memories
993,Possum
994,"I Didn't Know"
994,"Rocky Top"
995,"Chalk Dust Torture"
995,Foam
995,"Uncle Pen"
995,"It's Ice"
995,"Bouncing Around the Room"
995,Llama
995,Fee
995,"Divided Sky"
995,Cavern
995,Possum
996,"Paul and Silas"
996,"Mike's Song"
996,"I Am Hydrogen"
996,"Weekapaug Groove"
996,Esther
996,"The Landlady"
996,"Destiny Unbound"
996,"Buried Alive"
996,"The Squirming Coil"
996,Tweezer
996,Memories
997,"Hold Your Head Up"
997,Terrapin
997,"Hold Your Head Up"
997,"Tweezer Reprise"
998,Memories
998,"Chalk Dust Torture"
998,Reba
998,"Poor Heart"
998,Cavern
998,"Divided Sky"
998,"Guelah Papyrus"
998,Sparkle
998,"Suzy Greenberg"
998,Magilla
998,"David Bowie"
999,"My Sweet One"
999,Brother
999,"Bouncing Around the Room"
999,Foam
999,"Runaway Jim"
999,"Lawn Boy"
999,Stash
999,"The Squirming Coil"
999,"Mike's Song"
999,"I Am Hydrogen"
999,"Weekapaug Groove"
1000,"Sweet Adeline"
1000,"Golgi Apparatus"
1000,"Rocky Top"
1001,"Hold Your Head Up"
1001,"Love You"
1001,"Hold Your Head Up"
1001,Llama
1002,"Suzy Greenberg"
1002,Foam
1002,"Divided Sky"
1002,"Bouncing Around the Room"
1002,"Poor Heart"
1002,"The Oh Kee Pa Ceremony"
1002,"AC/DC Bag"
1002,"The Man Who Stepped Into Yesterday"
1002,"Avenu Malkenu"
1002,"The Man Who Stepped Into Yesterday"
1002,Brother
1002,"Hold Your Head Up"
1002,Terrapin
1002,"Hold Your Head Up"
1002,"Golgi Apparatus"
1003,"My Sweet One"
1003,Stash
1003,Fee
1003,"The Landlady"
1003,"Destiny Unbound"
1003,"Harry Hood"
1003,"I Didn't Know"
1003,Cavern
1003,"The Squirming Coil"
1003,"Rocky Top"
1004,"Sweet Adeline"
1004,Possum
1004,Llama
1005,"Chalk Dust Torture"
1005,Foam
1005,"Paul and Silas"
1005,"Split Open and Melt"
1005,"Bouncing Around the Room"
1005,"The Landlady"
1005,"Runaway Jim"
1005,"It's Ice"
1005,Eliza
1005,Llama
1005,Memories
1005,"Golgi Apparatus"
1006,Brother
1006,Reba
1006,"Poor Heart"
1006,Cavern
1006,"Run Like an Antelope"
1006,"I Didn't Know"
1006,Sparkle
1006,"The Oh Kee Pa Ceremony"
1006,"Suzy Greenberg"
1006,Fee
1006,"Mike's Song"
1006,"I Am Hydrogen"
1006,"Weekapaug Groove"
1007,"The Squirming Coil"
1007,Fire
1008,"The Landlady"
1008,"My Sweet One"
1008,"Divided Sky"
1008,"Guelah Papyrus"
1008,"Chalk Dust Torture"
1008,"You Enjoy Myself"
1008,"The Lizards"
1008,Llama
1008,"Bouncing Around the Room"
1008,"Runaway Jim"
1009,"The Curtain"
1009,Cavern
1009,Foam
1009,"David Bowie"
1009,"The Mango Song"
1009,"The Sloth"
1009,"Poor Heart"
1009,Magilla
1009,Possum
1010,"Sweet Adeline"
1010,"Big Black Furry Creature from Mars"
1011,"Buried Alive"
1011,Possum
1011,Foam
1011,"My Sweet One"
1011,Stash
1011,Esther
1011,"Divided Sky"
1011,"Guelah Papyrus"
1011,"You Enjoy Myself"
1012,Tweezer
1012,"Uncle Pen"
1012,Fluffhead
1012,"Chalk Dust Torture"
1012,"Take the 'A' Train"
1012,"Dinner and a Movie"
1012,Brother
1012,"Hold Your Head Up"
1012,"If I Only Had a Brain"
1012,"Hold Your Head Up"
1012,"Harry Hood"
1012,"Tweezer Reprise"
1013,"Lawn Boy"
1013,"Rocky Top"
1014,Contact
1014,"Golgi Apparatus"
1015,"Runaway Jim"
1015,Wilson
1015,Reba
1015,"The Landlady"
1015,"Colonel Forbin's Ascent"
1015,"Fly Famous Mockingbird"
1015,Tela
1015,"AC/DC Bag"
1015,"The Sloth"
1015,"McGrupp and the Watchful Hosemasters"
1015,"Mike's Song"
1015,"I Am Hydrogen"
1015,"Weekapaug Groove"
1016,Llama
1016,"Bathtub Gin"
1016,"The Squirming Coil"
1016,"It's Ice"
1016,"My Sweet One"
1016,"Jesus Just Left Chicago"
1016,"Bouncing Around the Room"
1016,"Hold Your Head Up"
1016,"Love You"
1016,"Hold Your Head Up"
1016,"David Bowie"
1017,Eliza
1017,"Uncle Pen"
1017,Carolina
1018,"Chalk Dust Torture"
1018,Foam
1018,"The Squirming Coil"
1018,"Split Open and Melt"
1018,Sparkle
1018,Reba
1018,"The Landlady"
1018,"Destiny Unbound"
1018,"You Enjoy Myself"
1018,"Rocky Top"
1019,Brother
1019,"Bouncing Around the Room"
1019,"Runaway Jim"
1019,"Guelah Papyrus"
1019,"Poor Heart"
1019,Llama
1019,Horn
1019,"The Oh Kee Pa Ceremony"
1019,"Suzy Greenberg"
1019,"Hold Your Head Up"
1019,Terrapin
1019,"Hold Your Head Up"
1019,"Funky Bitch"
1019,"Golgi Apparatus"
1020,Memories
1020,"Harry Hood"
1021,Memories
1021,"The Landlady"
1021,"Bouncing Around the Room"
1021,"Divided Sky"
1021,Cavern
1021,"Poor Heart"
1021,Stash
1021,Esther
1021,"Chalk Dust Torture"
1021,"Golgi Apparatus"
1022,"The Curtain"
1022,"The Oh Kee Pa Ceremony"
1022,"Suzy Greenberg"
1022,"David Bowie"
1022,"Lawn Boy"
1022,Fluffhead
1022,"You Enjoy Myself"
1022,"Love You"
1022,Possum
1023,Magilla
1023,"Rocky Top"
1024,"Runaway Jim"
1024,Foam
1024,"Paul and Silas"
1024,Reba
1024,Wilson
1024,Llama
1024,"The Lizards"
1024,"Sweet Adeline"
1024,"Run Like an Antelope"
1025,Brother
1025,"Uncle Pen"
1025,"Guelah Papyrus"
1025,"Dinner and a Movie"
1025,"Mike's Song"
1025,"I Am Hydrogen"
1025,"Weekapaug Groove"
1025,"I Didn't Know"
1025,Fee
1025,"Split Open and Melt"
1025,"My Sweet One"
1025,Cavern
1026,Sparkle
1026,"Walk Away"
1027,"The Squirming Coil"
1028,"The Landlady"
1028,"Suzy Greenberg"
1028,"It's Ice"
1028,"Runaway Jim"
1028,Foam
1028,"Chalk Dust Torture"
1028,"Bouncing Around the Room"
1028,"My Sweet One"
1028,Stash
1028,"Golgi Apparatus"
1029,Llama
1029,"Bathtub Gin"
1029,Sparkle
1029,Tweezer
1029,Horn
1029,"Poor Heart"
1029,"You Enjoy Myself"
1029,"The Oh Kee Pa Ceremony"
1029,"Hold Your Head Up"
1029,Terrapin
1029,"Hold Your Head Up"
1029,"Harry Hood"
1030,"Good Times Bad Times"
1031,"Chalk Dust Torture"
1031,Reba
1031,"The Landlady"
1031,"Destiny Unbound"
1031,"Paul and Silas"
1031,"It's Ice"
1031,Horn
1031,Llama
1031,"Bouncing Around the Room"
1031,"Runaway Jim"
1031,Cavern
1032,Brother
1032,"The Squirming Coil"
1032,Sparkle
1032,"Golgi Apparatus"
1032,"The Mango Song"
1032,"Split Open and Melt"
1032,"Hold Your Head Up"
1032,"Love You"
1032,"Hold Your Head Up"
1032,Fee
1032,"You Enjoy Myself"
1032,Possum
1033,"Take the 'A' Train"
1034,"The Oh Kee Pa Ceremony"
1034,"Suzy Greenberg"
1034,Foam
1034,"Poor Heart"
1034,Stash
1034,"Ya Mar"
1034,"Divided Sky"
1034,"I Didn't Know"
1034,"The Man Who Stepped Into Yesterday"
1034,"Avenu Malkenu"
1034,"The Man Who Stepped Into Yesterday"
1034,"David Bowie"
1035,"Mike's Song"
1035,"I Am Hydrogen"
1035,"Weekapaug Groove"
1035,"The Lizards"
1035,"Uncle Pen"
1035,Tube
1035,"Slave to the Traffic Light"
1035,"Dinner and a Movie"
1035,"Bouncing Around the Room"
1035,"Hold Your Head Up"
1035,Terrapin
1035,"Hold Your Head Up"
1035,Possum
1036,Memories
1036,"Sweet Adeline"
1036,"Rocky Top"
1037,Cavern
1037,"The Landlady"
1037,Reba
1037,"Poor Heart"
1037,Tube
1037,Fee
1037,"Divided Sky"
1037,Llama
1037,"You Enjoy Myself"
1037,"Setting Sail"
1038,"Dinner and a Movie"
1038,"Runaway Jim"
1038,Foam
1038,Horn
1038,Sparkle
1038,Tweezer
1038,"The Squirming Coil"
1038,"I Didn't Know"
1038,"Paul and Silas"
1038,"Jesus Just Left Chicago"
1038,"Tweezer Reprise"
1039,"Lawn Boy"
1039,Fire
1040,Memories
1040,"My Sweet One"
1040,"Chalk Dust Torture"
1040,"The Mango Song"
1040,"Buried Alive"
1040,"Guelah Papyrus"
1040,Fluffhead
1040,Brother
1040,"Bouncing Around the Room"
1040,"Harry Hood"
1040,"Golgi Apparatus"
1041,Llama
1041,"Colonel Forbin's Ascent"
1041,"Fly Famous Mockingbird"
1041,Sparkle
1041,"It's Ice"
1041,"Mike's Song"
1041,"I Am Hydrogen"
1041,"Weekapaug Groove"
1041,Tela
1041,"The Landlady"
1041,"Destiny Unbound"
1041,"Take the 'A' Train"
1041,"Run Like an Antelope"
1042,"Sweet Adeline"
1042,Glide
1042,Possum
1043,"The Curtain"
1043,"Runaway Jim"
1043,Cavern
1043,"Poor Heart"
1043,Reba
1043,"I Didn't Know"
1043,Tube
1043,"The Oh Kee Pa Ceremony"
1043,Foam
1043,Fee
1043,"David Bowie"
1044,"Divided Sky"
1044,Wilson
1044,"Dinner and a Movie"
1044,Stash
1044,"Paul and Silas"
1044,"Bathtub Gin"
1044,"You Enjoy Myself"
1044,"The Squirming Coil"
1044,Harpua
1044,"Hold Your Head Up"
1044,"Whipping Post"
1044,"Hold Your Head Up"
1044,"Highway to Hell"
1045,Horn
1045,"Rocky Top"
1046,"My Sweet One"
1046,Foam
1046,"Runaway Jim"
1046,Cavern
1046,Sparkle
1046,Brother
1046,"The Lizards"
1046,Possum
1047,Tube
1047,"Divided Sky"
1047,Horn
1047,"Poor Heart"
1047,"Run Like an Antelope"
1047,"Lawn Boy"
1047,Wilson
1047,"The Landlady"
1047,"Bouncing Around the Room"
1047,"Mike's Song"
1047,"I Am Hydrogen"
1047,"Weekapaug Groove"
1048,Jam
1048,"Hold Your Head Up"
1048,Fire
1049,Memories
1049,Brother
1049,"Ya Mar"
1049,"The Sloth"
1049,"Chalk Dust Torture"
1049,Sparkle
1049,Foam
1049,"Bathtub Gin"
1049,"Paul and Silas"
1049,"You Enjoy Myself"
1049,"Runaway Jim"
1050,"The Landlady"
1050,"Costume Contest"
1050,Wait
1050,Llama
1050,Fee
1050,Wait
1050,"My Sweet One"
1050,Wait
1050,"David Bowie"
1050,Horn
1050,"Dinner and a Movie"
1050,Tube
1050,"I Didn't Know"
1050,"Harry Hood"
1051,Glide
1051,"Rocky Top"
1052,"AC/DC Bag"
1052,Sparkle
1052,"The Landlady"
1052,"Destiny Unbound"
1052,"The Squirming Coil"
1052,"Split Open and Melt"
1052,Fluffhead
1052,"Uncle Pen"
1052,Tube
1052,"Divided Sky"
1052,"Sweet Adeline"
1053,Tweezer
1053,"My Sweet One"
1053,"It's Ice"
1053,"Chalk Dust Torture"
1053,Eliza
1053,"Mike's Song"
1053,"I Am Hydrogen"
1053,"Weekapaug Groove"
1053,"Take the 'A' Train"
1053,Tela
1053,Cavern
1053,"Poor Heart"
1053,"Tweezer Reprise"
1054,"Hold Your Head Up"
1054,"Love You"
1054,"Pusherman Jam"
1054,Stash
1055,"Suzy Greenberg"
1055,"The Curtain"
1055,Llama
1055,Reba
1055,"Paul and Silas"
1055,Foam
1055,"Bouncing Around the Room"
1055,"Colonel Forbin's Ascent"
1055,"Fly Famous Mockingbird"
1055,Possum
1056,"Golgi Apparatus"
1056,"Run Like an Antelope"
1056,"The Man Who Stepped Into Yesterday"
1056,"Avenu Malkenu"
1056,"The Man Who Stepped Into Yesterday"
1056,Sparkle
1056,"Guelah Papyrus"
1056,"Walk Away"
1056,"The Landlady"
1056,"Runaway Jim"
1056,"You Enjoy Myself"
1057,Contact
1057,"Big Black Furry Creature from Mars"
1058,Memories
1058,"Chalk Dust Torture"
1058,Foam
1058,Sparkle
1058,Cavern
1058,"It's Ice"
1058,"You Enjoy Myself"
1058,"The Landlady"
1058,"Runaway Jim"
1058,"I Didn't Know"
1058,Llama
1059,Brother
1059,"Bouncing Around the Room"
1059,"My Sweet One"
1059,Reba
1059,Tube
1059,Horn
1059,"David Bowie"
1059,"Take the 'A' Train"
1059,"Hold Your Head Up Jam"
1059,"Love You"
1059,"Hold Your Head Up"
1059,Possum
1060,Fee
1060,"Rocky Top"
1061,"Lawn Boy"
1061,Fire
1062,Tube
1062,"The Landlady"
1062,"Dinner and a Movie"
1062,Stash
1062,"Paul and Silas"
1062,"Divided Sky"
1062,"Guelah Papyrus"
1062,"The Mango Song"
1062,Brother
1062,Eliza
1062,"Golgi Apparatus"
1063,"The Sloth"
1063,Sparkle
1063,"Split Open and Melt"
1063,"The Squirming Coil"
1063,"I Didn't Know"
1063,"Mike's Song"
1063,"I Am Hydrogen"
1063,"Weekapaug Groove"
1063,"Jesus Just Left Chicago"
1063,Jam
1063,Self
1063,"T.V. Show"
1063,"Family Picture"
1063,"Crimes of the Mind"
1064,Fee
1064,"Suzy Greenberg"
1065,"The Curtain"
1065,"Runaway Jim"
1065,Foam
1065,Sparkle
1065,Llama
1065,Reba
1065,Tube
1065,"You Enjoy Myself"
1065,Horn
1065,Brother
1065,"Sweet Adeline"
1066,"Chalk Dust Torture"
1066,Fluffhead
1066,"Poor Heart"
1066,"It's Ice"
1066,Tweezer
1066,Tela
1066,"The Landlady"
1066,"Hold Your Head Up"
1066,Terrapin
1066,"Hold Your Head Up"
1066,"My Sweet One"
1066,"Tweezer Reprise"
1067,Glide
1067,Possum
1068,"Golgi Apparatus"
1068,"Chalk Dust Torture"
1068,Foam
1068,Wilson
1068,"The Landlady"
1068,"Destiny Unbound"
1068,"Rhombus Narration"
1068,"Divided Sky"
1068,Tube
1068,"I Didn't Know"
1068,"You Enjoy Myself"
1068,Cavern
1069,"Buried Alive"
1069,"The Sloth"
1069,"Uncle Pen"
1069,"David Bowie"
1069,Fee
1069,"The Squirming Coil"
1069,"The Oh Kee Pa Ceremony"
1069,"Suzy Greenberg"
1069,"Take the 'A' Train"
1069,"Split Open and Melt"
1069,"Hold Your Head Up"
1069,Terrapin
1069,"Hold Your Head Up"
1069,Memories
1069,Llama
1070,"Buried Alive"
1070,"Golgi Apparatus"
1070,"Uncle Pen"
1070,Brother
1070,"Bouncing Around the Room"
1070,Tube
1070,"The Sloth"
1070,"Harry Hood"
1070,Fee
1070,Foam
1070,Llama
1071,"Dinner and a Movie"
1071,Stash
1071,"The Squirming Coil"
1071,"Paul and Silas"
1071,"Mike's Song"
1071,"I Am Hydrogen"
1071,"Weekapaug Groove"
1071,"Guelah Papyrus"
1071,"Chalk Dust Torture"
1071,Magilla
1071,Cavern
1071,"Hold Your Head Up"
1071,"Love You"
1071,"Hold Your Head Up"
1071,"Run Like an Antelope"
1072,"Ya Mar"
1072,"Big Black Furry Creature from Mars"
1073,"Split Open and Melt"
1073,Memories
1074,"The Landlady"
1074,"Runaway Jim"
1074,"It's Ice"
1074,Sparkle
1074,"Chalk Dust Torture"
1074,Esther
1074,Cavern
1074,"Rhombus Narration"
1074,"Divided Sky"
1074,"I Didn't Know"
1074,"You Enjoy Myself"
1075,"David Bowie"
1075,"Colonel Forbin's Ascent"
1075,"Fly Famous Mockingbird"
1075,"Golgi Apparatus"
1075,"Bathtub Gin"
1075,"The Squirming Coil"
1075,Llama
1075,"Hold Your Head Up"
1075,Terrapin
1075,"Hold Your Head Up"
1075,Possum
1076,Horn
1076,"My Sweet One"
1076,"Sweet Adeline"
1077,Wilson
1077,"Uncle Pen"
1077,Llama
1077,Reba
1077,Foam
1077,Tube
1077,Sparkle
1077,Brother
1077,"The Mango Song"
1077,"Golgi Apparatus"
1077,"Runaway Jim"
1078,"Dinner and a Movie"
1078,"Roll Like a Cantaloupe"
1078,Fee
1078,"Paul and Silas"
1078,"It's Ice"
1078,Glide
1078,Tweezer
1078,"Take the 'A' Train"
1078,"Hold Your Head Up"
1078,"If I Only Had a Brain"
1078,"Hold Your Head Up"
1078,"The Lizards"
1078,"Tweezer Reprise"
1079,"Bouncing Around the Room"
1079,"Good Times Bad Times"
1080,"You Enjoy Myself"
1081,"Chalk Dust Torture"
1081,Sparkle
1081,Cavern
1081,"The Curtain"
1081,"Split Open and Melt"
1081,"The Squirming Coil"
1081,"My Sweet One"
1081,"Guelah Papyrus"
1081,"Rhombus Narration"
1081,"Divided Sky"
1081,"Lawn Boy"
1081,"Golgi Apparatus"
1082,Llama
1082,"Bathtub Gin"
1082,"Poor Heart"
1082,"Mike's Song"
1082,"I Am Hydrogen"
1082,"Weekapaug Groove"
1082,Eliza
1082,Tube
1082,"The Landlady"
1082,"Destiny Unbound"
1082,"Harry Hood"
1082,"Hold Your Head Up"
1082,"Love You"
1082,"Hold Your Head Up"
1082,"Bouncing Around the Room"
1082,Possum
1083,"Highway to Hell"
1083,"Suzy Greenberg"
1084,"The Landlady"
1084,"Uncle Pen"
1084,Wilson
1084,"Runaway Jim"
1084,"It's Ice"
1084,Sparkle
1084,Fluffhead
1084,Foam
1084,Stash
1084,"Ya Mar"
1084,Cavern
1085,Tube
1085,"My Sweet One"
1085,"Bathtub Gin"
1085,Brother
1085,"You Enjoy Myself"
1085,Horn
1085,"Chalk Dust Torture"
1085,"Hold Your Head Up"
1085,Terrapin
1085,"Hold Your Head Up"
1085,Llama
1086,Glide
1086,"Rocky Top"
1087,"Uncle Pen"
1087,Foam
1087,"Runaway Jim"
1087,Fee
1087,Sparkle
1087,Brother
1087,Horn
1087,"Chalk Dust Torture"
1087,"Hold Your Head Up"
1087,"Love You"
1087,"Hold Your Head Up"
1087,Wilson
1087,"Divided Sky"
1088,Tube
1088,"My Sweet One"
1088,"Mike's Song"
1088,"I Am Hydrogen"
1088,"Weekapaug Groove"
1088,"The Mango Song"
1088,"The Sloth"
1088,Reba
1088,"Dinner and a Movie"
1088,Cavern
1088,"David Bowie"
1089,Glide
1089,"Rocky Top"
1090,"Buried Alive"
1090,Possum
1090,"Colonel Forbin's Ascent"
1090,"Fly Famous Mockingbird"
1090,Sparkle
1090,Stash
1090,"Paul and Silas"
1090,"Bathtub Gin"
1090,"The Squirming Coil"
1090,Llama
1090,"You Enjoy Myself"
1091,"Golgi Apparatus"
1091,"It's Ice"
1091,"My Sweet One"
1091,"Run Like an Antelope"
1091,Tela
1091,"The Landlady"
1091,"Hold Your Head Up"
1091,Bike
1091,"Hold Your Head Up"
1091,Cavern
1092,Magilla
1092,Brother
1093,"Chalk Dust Torture"
1093,"Bouncing Around the Room"
1093,"Poor Heart"
1093,"Guelah Papyrus"
1093,Reba
1093,Foam
1093,Horn
1093,"Split Open and Melt"
1093,Esther
1093,"Mike's Song"
1093,"I Am Hydrogen"
1093,"Weekapaug Groove"
1094,Wilson
1094,"Harry Hood"
1094,"It's Ice"
1094,"The Mango Song"
1094,"Uncle Pen"
1094,Tweezer
1094,"The Man Who Stepped Into Yesterday"
1094,"Avenu Malkenu"
1094,"The Man Who Stepped Into Yesterday"
1094,"Runaway Jim"
1095,Memories
1095,"Sweet Adeline"
1095,"Golgi Apparatus"
1096,Possum
1096,Cavern
1096,Sparkle
1096,Brother
1096,Fee
1096,Foam
1096,"Divided Sky"
1096,"Lawn Boy"
1096,"Dinner and a Movie"
1096,Stash
1096,"Rocky Top"
1097,Tube
1097,"My Sweet One"
1097,"The Landlady"
1097,"Bathtub Gin"
1097,"Run Like an Antelope"
1097,"The Squirming Coil"
1097,"I Didn't Know"
1097,Llama
1097,"The Lizards"
1097,"You Enjoy Myself"
1098,Glide
1098,"Suzy Greenberg"
1099,Llama
1099,Reba
1099,Foam
1099,"Runaway Jim"
1099,"Guelah Papyrus"
1099,Sparkle
1099,"Chalk Dust Torture"
1099,"Uncle Pen"
1099,Brother
1099,"Bouncing Around the Room"
1099,"Golgi Apparatus"
1100,"The Curtain"
1100,"Mike's Song"
1100,"I Am Hydrogen"
1100,"Weekapaug Groove"
1100,Horn
1100,"Poor Heart"
1100,Tweezer
1100,Eliza
1100,"The Landlady"
1100,Fee
1100,"Hold Your Head Up"
1100,"Love You"
1100,"Hold Your Head Up"
1100,"My Sweet One"
1100,"Tweezer Reprise"
1101,"Jesus Just Left Chicago"
1101,"Big Black Furry Creature from Mars"
1102,"The Sloth"
1102,"Paul and Silas"
1102,Stash
1102,"The Squirming Coil"
1102,"The Landlady"
1102,Fluffhead
1102,Sparkle
1102,"It's Ice"
1102,"I Didn't Know"
1102,"David Bowie"
1103,Tube
1103,"Divided Sky"
1103,Cavern
1103,"The Mango Song"
1103,"Chalk Dust Torture"
1103,"Take the 'A' Train"
1103,"You Enjoy Myself"
1103,"Golgi Apparatus"
1104,"Sweet Adeline"
1104,"Rocky Top"
1105,Glide
1105,Llama
1105,Foam
1105,Sparkle
1105,"Divided Sky"
1105,Cavern
1105,"The Squirming Coil"
1105,Brother
1105,"Paul and Silas"
1105,"Guelah Papyrus"
1105,"You Enjoy Myself"
